name,platform,r-date,score,user score,developer,genre,players,critics,users
Starpoint Gemini Warlords,PC,2017-05-23,73,7.1,LittleGreenMen,"Strategy,General",,11,22
Warriors Orochi 3 Ultimate,XboxOne,2014-09-02,73,7.0,OmegaForce,"Action,Beat-'Em-Up,3D",,8,22
Star Ocean: First Departure R,PlayStation4,2019-12-05,73,6.4,"SquareEnix,Tri-Ace","Role-Playing,Action RPG",,26,20
Mulaka,Switch,2018-03-01,73,7.3,Lienzo,"Action Adventure,General",,21,57
Yooka-Laylee,XboxOne,2017-04-11,73,5.6,PlaytonicGames,"Action,Platformer,3D",,39,125
SNK Arcade Classics Vol. 1,Wii,2008-07-29,73,8.0,SNKPlaymore,"Miscellaneous,Compilation,Compilation",,18,4
Marvel's Iron Man VR,PlayStation4,2020-07-03,73,6.2,"Camouflaj,LLC,SonyInteractiveEntertainment","Action,General",,68,171
Dragon Ball Z: Kakarot,PlayStation4,2020-01-17,73,7.9,CyberConnect2,"Role-Playing,Action RPG",,75,791
RAGE 2,PC,2019-05-13,73,5.5,"idSoftware,AvalancheStudios","Action,Shooter,First-Person,Arcade",,55,715
Space Hulk: Tactics,PC,2018-10-09,73,5.8,"Cyanide,CyanideStudios","Strategy,Turn-Based,Tactics",2.0,21,13
Thea: The Awakening,PC,2015-11-20,73,8.5,MuHaGames,"Strategy,Turn-Based,4X",,12,142
Hard West,PC,2015-11-18,73,7.4,CreativeForgeGames,"Historic,Strategy,Turn-Based,General,Tactics",,44,163
HAWKEN,PC,2012-12-12,73,7.7,"AdhesiveGames,ReloadedGames","Action,General,General,Shooter,First-Person,Tactical",,7,301
Worms Revolution,PC,2012-10-10,73,6.7,Team17,"Strategy,Turn-Based,Fantasy,Fantasy,Artillery",,16,129
Raiden V: Director's Cut,PlayStation4,2017-10-10,73,6.9,Moss,"Action,Shooter,Shoot-'Em-Up,Vertical",,14,13
FAST - Racing League,Wii,2011-05-30,73,7.8,Shin'en,"Driving,Racing,Arcade,Futuristic,Futuristic",,11,18
Madden NFL 25,XboxOne,2013-11-19,73,5.8,EASports,"Sports,Traditional,Team,Football,Arcade,Arcade,Sim",,18,113
Star Wars Episode III: Revenge of the Sith,DS,2005-05-04,73,7.8,Ubisoft,"Action Adventure,Sci-Fi,Sci-Fi,General",,22,22
0RBITALIS,PC,2015-05-28,73,7.3,AlanZucconi,"Miscellaneous,Puzzle,Action",,9,4
Out of the Park Baseball Manager 2006,PC,2006-05-31,73,,SportsInteractive,"Sports,Traditional,Team,Baseball,Management,Sim",,7,0
Bandits: Phoenix Rising,PC,2003-03-28,73,7.4,GRIN,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",,17,8
Soldiers of Anarchy,PC,2002-10-08,73,7.3,SilverStyle,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",,9,12
Saiyuki: Journey West,PlayStation,2001-08-13,73,8.0,Koei,"Strategy,Turn-Based,Historic",,9,14
Call of Duty: Finest Hour,Xbox,2004-11-16,73,7.6,SparkUnlimited,"Action,Shooter,First-Person,Historic",,55,28
Virtual-On: Oratorio Tangram Ver.5.66,Xbox360,2009-04-29,73,8.3,SegaAM3,"Action,Fighting,Fighting,3D,3D",,19,9
Call of Duty: Finest Hour,Xbox,2004-11-16,73,7.6,SparkUnlimited,"Action,Shooter,First-Person,Historic",,55,28
Virtual-On: Oratorio Tangram Ver.5.66,Xbox360,2009-04-29,73,8.3,SegaAM3,"Action,Fighting,Fighting,3D,3D",,19,9
Vietcong: Fist Alpha,PC,2004-02-04,73,7.5,Pterodon,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",,13,26
Yomawari: The Long Night Collection,Switch,2018-10-30,73,7.1,NipponIchiSoftware,"Miscellaneous,Compilation",,10,8
Dance Dance Revolution Hottest Party,Wii,2007-09-25,73,7.1,Konami,"Action,Miscellaneous,Rhythm,Dancing,Dancing",,16,27
Dragon Ball Z: Kakarot,XboxOne,2020-01-17,73,7.4,CyberConnect2,"Role-Playing,Action RPG",,25,128
Nidhogg 2,PlayStation4,2017-09-15,73,5.9,Messhof,"Action,General",2.0,24,18
EyeToy: Groove,PlayStation2,2004-04-20,73,8.0,SCEE,"Miscellaneous,Rhythm,Dancing",,34,5
Raiden Fighters Aces,Xbox360,2009-05-07,73,7.7,Gulti,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",,11,15
Massive Chalice,PC,2015-06-01,73,6.0,DoubleFineProductions,"Strategy,Turn-Based,Fantasy,General,Fantasy,Tactics",,28,82
Glory Days 2,DS,2007-08-06,73,7.3,odenisstudio,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",,28,6
"Warhammer 40,000: Dawn of War - Soulstorm",PC,2008-03-04,73,8.0,IronLoreEntertainment,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",,37,263
Draugen,PC,2019-05-29,73,6.8,RedThreadGames,"Horror,Action Adventure,Adventure,3D,Survival,First-Person",,32,87
Spartan: Total Warrior,GameCube,2005-10-27,73,8.1,CreativeAssembly,"Action Adventure,Fantasy",,24,17
Wattam,PC,2019-12-17,73,6.2,Funomena,"Adventure,3D,Third-Person",,9,6
Rad Rodgers,PC,2018-02-21,73,5.9,InterceptorEntertainment,"Action,Platformer,2D",,14,20
ClaDun Returns: This is Sengoku!,PlayStation4,2017-06-06,73,6.1,NipponIchiSoftware,"Role-Playing,Action RPG",,12,8
Poly Bridge,PC,2016-07-12,73,7.4,DryCactus,"Puzzle,General",,7,21
Zumba Fitness Rush,Xbox360,2012-02-13,73,6.2,"MajescoGames,ZoeMode,Majesco","Miscellaneous,Rhythm,Exercise / Fitness,Dancing",,7,5
Blood Bowl: Legendary Edition,PC,2010-10-28,73,6.3,Cyanide,"Sports,Alternative,Team,Individual,Football,Other,Other,Arcade",,13,77
Banjo-Tooie,Xbox360,2009-04-29,73,8.3,4JStudios,"Action,Platformer,Platformer,3D,3D",,19,61
The Flame in the Flood,PC,2016-02-24,73,6.0,TheMolassesFlood,"Modern,Action Adventure,General,Survival",,43,74
Pathfinder: Kingmaker,PC,2018-09-25,73,7.5,OwlcatGames,"Role-Playing,Action RPG,Western-Style",,33,444
God Hand,PlayStation2,2006-10-10,73,9.2,CloverStudio,"Action,Beat-'Em-Up",,48,643
BPM: Bullets Per Minute,PC,2020-09-15,73,8.4,AweInteractive,"Action,Rhythm,Music",,24,30
Disney Infinity 2.0 Edition,XboxOne,2014-09-23,73,4.9,AvalancheSoftware,"Action Adventure,General,Fantasy",,19,18
Blues and Bullets - Episode 1: The End of Peace,PC,2015-07-23,73,6.3,ACrowdofMonsters,"Action Adventure,General",,22,74
Soul Nomad & the World Eaters,PlayStation2,2007-09-25,73,8.0,NipponIchiSoftware,"Strategy,Turn-Based,Fantasy",,31,21
Yooka-Laylee,PC,2017-04-05,73,6.5,PlaytonicGames,"Action,Platformer,3D",,32,323
Muse Dash,Switch,2019-06-20,73,6.4,PeroPeroGames,"Action,Rhythm,Shooter,Music,Shoot-'Em-Up,Horizontal",,11,22
Last Year: The Nightmare,PC,2018-12-18,73,5.0,ElasticGames,"Action Adventure,Survival",,10,33
Fist Puncher,PC,2013-06-21,73,7.5,Team2Bit,"Action,Beat-'Em-Up,General,Beat-'Em-Up,2D",,11,25
Kinect: Disneyland Adventures,Xbox360,2011-11-15,73,3.1,FrontierDevelopments,"Action Adventure,Fantasy,General,Fantasy",,33,74
inFamous: First Light,PlayStation4,2014-08-26,73,7.4,SuckerPunch,"Action Adventure,Sci-Fi,Open-World",,70,774
Iron Danger,PC,2020-03-25,73,7.8,ActionSquadStudios,"Strategy,Turn-Based,Tactics",,30,28
ModNation Racers,PSP,2010-05-24,73,7.6,SCEASanDiegoStudios,"Driving,Racing,Arcade,Kart,Other,Kart",,22,27
Nancy Drew: The White Wolf of Icicle Creek,PC,2007-06-07,73,6.5,HerInteractive,"Adventure,General,General,Point-and-Click",,9,12
Battle Engine Aquila,PlayStation2,2003-01-19,73,7.4,LostToys,"Action,Shooter,First-Person,Sci-Fi",,17,5
"Scene It? Lights, Camera, Action",Xbox360,2007-11-06,73,8.0,"ScreenlifeGames,WXP","Miscellaneous,Trivia / Game Show,Trivia / Game Show",,41,22
Hitman: Codename 47,PC,2000-11-19,73,7.5,IoInteractive,"Action Adventure,Modern,Linear",,32,262
Monster Lab,Wii,2008-11-04,73,8.6,BackboneEntertainment,"Role-Playing,Action RPG,General,Action RPG",,11,16
Pro Evolution Soccer 2011 3D,3DS,2011-03-25,73,6.9,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",,43,23
Earth 2160,PC,2005-11-16,73,7.4,RealityPump,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",,31,102
Arcade Spirits,PlayStation4,2020-05-01,73,,FictionFactoryGames,"Adventure,Visual Novel",,7,0
Final Fantasy Crystal Chronicles: My Life as a Darklord,Wii,2009-07-20,73,7.2,SquareEnix,"Strategy,Real-Time,Fantasy,General,Fantasy",,14,11
Mercury Meltdown Remix,PlayStation2,2006-12-04,73,,IgnitionEntertainment,"Miscellaneous,Puzzle,Puzzle,General",,22,0
Unstoppable Gorg,PC,2012-01-19,73,6.7,FuturemarkGamesStudio,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Defense",,26,30
My Time At Portia,XboxOne,2019-04-16,73,6.6,PatheaGames,"Simulation,Virtual,Virtual Life",,11,13
Dante's Inferno,Xbox360,2010-02-09,73,7.6,VisceralGames,"Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D",,71,264
FIFA 07 Soccer,Xbox360,2006-10-31,73,7.5,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",,39,53
Kinect Sports,Xbox360,2010-11-04,73,7.6,RareLtd.,"Sports,General,General",,51,111
West of Dead,XboxOne,2020-06-18,73,6.7,UpstreamArcade,"Action Adventure,General",,16,15
LEGO Harry Potter Collection,PlayStation4,2016-10-18,73,7.4,WarnerBros.InteractiveEntertainment,"Miscellaneous,Compilation",,17,50
Neverwinter Nights 2: Storm of Zehir,PC,2008-11-18,73,7.3,ObsidianEntertainment,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",,15,77
Minoria,PC,2019-08-27,73,7.3,Bombservice,"Adventure,General",,9,18
Creed: Rise to Glory,PlayStation4,2018-09-25,73,6.6,Survios,"Sports,Individual,Combat,Boxing / Martial Arts",2.0,9,29
Immortal Redneck,PlayStation4,2018-02-27,73,6.4,"CremaGames,CremaGames","Action,Shooter,First-Person,Arcade",,9,10
Project Highrise,PC,2016-09-08,73,7.6,SomaSim,"Strategy,Management,Business / Tycoon",,12,23
Spartan: Total Warrior,Xbox,2005-10-25,73,8.6,CreativeAssembly,"Action Adventure,Fantasy",,36,14
Yu-Gi-Oh! Nightmare Troubadour,DS,2005-08-30,73,8.4,Konami,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",,10,31
Beyond Divinity,PC,2004-04-28,73,7.4,LarianStudiosGames,"Role-Playing,Action RPG,Action RPG",,23,72
Primal,PlayStation2,2003-03-25,73,8.6,SCEE,"Action Adventure,Fantasy",,36,62
Godzilla: Destroy All Monsters Melee,GameCube,2002-10-08,73,7.4,"PipeworksSoftware,Inc.","Action,Fighting,3D",,30,29
Star Wars: Racer Revenge,PlayStation2,2002-02-11,73,8.1,RainbowStudios,"Driving,Racing,Futuristic",,34,18
Mat Hoffman's Pro BMX,PC,2001-10-23,73,6.6,GrayMatter,"Sports,Alternative,Individual,Biking,Biking",,9,7
The Sting!,PC,2001-07-01,73,7.5,neoSoftware,"Strategy,General,General",,9,12
Disney's Donald Duck: Goin' Quackers,PlayStation2,2000-12-13,73,7.7,DisneyInteractive,"Action,Platformer,3D",,10,12
Supercross,PlayStation,2000-11-21,73,,Page44Studios,"Driving,Racing,Motorcycle,Motocross",,7,0
Motocross Mania,PC,2000-11-14,73,6.8,DeibusStudios,"Driving,Racing,Arcade,Motorcycle,Other,Motocross,Motocross",,7,4
Ms. Pac-Man Maze Madness,Dreamcast,2000-11-13,73,6.2,Namco,"Action,General",,8,5
NASCAR 2001,PlayStation,2000-09-19,73,7.1,BlackBox,"Driving,Racing,Stock Car",,8,9
Dokapon Kingdom,Wii,2008-10-14,73,8.3,Sting,"Role-Playing,General,General",,11,24
SingStar Pop,PlayStation2,2007-04-03,73,7.4,SCEELondonStudio,"Miscellaneous,Rhythm,Music",,13,10
Yono and the Celestial Elephants,Switch,2017-10-12,73,6.8,Neckbolt,"Action Adventure,Linear",,11,19
Beautiful Katamari,Xbox360,2007-10-16,73,7.0,NowProduction,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",,52,43
NBA Live 08,PSP,2007-10-01,73,6.5,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",,11,6
Broken Age: Act 2,PC,2015-04-28,73,6.3,DoubleFineProductions,"Adventure,General,3D,Point-and-Click,Third-Person,Fantasy",,34,144
Call of Duty: WWII,PC,2017-11-02,73,3.7,SledgehammerGames,"Action,Shooter,First-Person,Arcade",,21,801
Star Wars Battlefront,PlayStation4,2015-11-17,73,5.0,EADICE,"General,General,Action,Shooter,First-Person,Tactical",,59,2566
World War Z,XboxOne,2019-04-16,73,5.6,SaberInteractive,"Action,Shooter,First-Person,Tactical",,17,154
Wizard of Legend,PlayStation4,2018-05-15,73,7.2,Contingent99,"Role-Playing,Action RPG",2.0,8,19
Dragon Ball Z: Attack of the Saiyans,DS,2009-11-10,73,8.1,MonolithSoft,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",,21,36
College Hoops 2K7,Xbox,2006-11-20,73,6.8,2KSports,"Sports,Traditional,Basketball,Sim",,7,11
Need for Speed Carbon: Own the City,PSP,2006-10-31,73,8.0,EACanada,"Driving,Racing,Simulation,Arcade,GT / Street,GT / Street,Automobile",,14,51
Armored Core: Nexus,PlayStation2,2004-09-28,73,8.8,FromSoftware,"Simulation,Sci-Fi,Mech",,19,10
Fe,PC,2018-02-16,73,4.9,Zoink!,"Action,General",,12,30
Mega Man X Collection,PlayStation2,2006-01-10,73,8.8,Capcom,"Miscellaneous,Compilation",,23,66
Drawn to Life,DS,2007-09-10,73,7.9,5THCell,"Action Adventure,Adventure,General,General,Sandbox",,34,39
Stellaris: Apocalypse,PC,2018-02-22,73,7.4,ParadoxDevelopmentStudio,"Strategy,Real-Time,General",,9,22
Agents of Mayhem,XboxOne,2017-08-15,73,6.3,VolitionInc.,"Action Adventure,Open-World",,18,54
Scribblenauts Unlimited,3DS,2012-11-13,73,7.7,5THCell,"Puzzle,Action,Platformer,Platformer,2D,2D",,13,22
Real World Golf,PlayStation2,2006-04-11,73,6.3,"AquaPacific,In2Games","Sports,Traditional,Golf,Sim",,11,4
Warp,Xbox360,2012-02-15,73,7.4,Trapdoor,"Action,General,General",,39,28
Batman: The Telltale Series - Episode 2: Children of Arkham,PC,2016-09-20,73,7.0,TelltaleGames,"Adventure,Point-and-Click",,20,70
Call of Duty: Black Ops III,PC,2015-11-05,73,3.1,Treyarch,"Action,Shooter,First-Person,Arcade",,10,1223
Zone of the Enders HD Collection,PlayStation3,2012-10-30,73,7.8,HighVoltageSoftware,"Miscellaneous,Compilation,Compilation",,27,56
The Sims 3,DS,2010-10-26,73,6.2,ExientEntertainment,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",,9,24
War of the Roses,PC,2012-10-02,73,5.8,FatsharkAB,"Action,General,General",,28,279
Gravity Crash,PlayStation3,2009-11-24,73,7.3,JustAddWater,"Action,General,Shooter,Scrolling,Shoot-'Em-Up,Top-Down",,28,14
PAIN: Amusement Park,PlayStation3,2008-09-11,73,5.8,IdolMinds,"Action,General,General",,9,5
Red Faction: Guerrilla Re-Mars-tered,XboxOne,2018-07-03,73,4.2,VolitionInc.,"Action,Shooter,Third-Person,Arcade",,16,13
Warlords Battlecry III,PC,2004-05-19,73,8.5,InfiniteInteractive,"Strategy,Real-Time,Fantasy,General",,25,40
Tribes Aerial Assault,PlayStation2,2002-09-23,73,8.8,MidwayStudios-Austin,"Action,Shooter,First-Person,Sci-Fi",,23,45
Mini Ninjas,Xbox360,2009-09-08,73,8.3,IoInteractive,"Action Adventure,Adventure,General,Fantasy,General,Fantasy",,44,44
Madagascar,PC,2005-05-24,73,7.7,Beenox,"Action,Platformer,Platformer,3D,3D",,14,23
Sakura Wars,PlayStation4,2020-04-28,73,7.3,Sega,"Strategy,Turn-Based,Tactics,Action,Beat-'Em-Up,3D",,62,143
Dandara,Switch,2018-02-06,73,7.3,"RawFury,LongHatHouse","Action,General,Platformer,2D",,22,53
X3: Terran Conflict,PC,2008-10-16,73,7.9,Egosoft,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",,16,236
Contact,DS,2006-10-19,73,8.2,GrasshopperManufacture,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",,36,39
Digimon Story Cyber Sleuth: Hacker's Memory,PlayStation4,2018-01-19,73,7.3,MediaVision,"Role-Playing,Japanese-Style",2.0,39,118
Tony Hawk's Proving Ground,PlayStation3,2007-10-15,73,6.5,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",,36,21
Tom Clancy's Rainbow Six Siege,PlayStation4,2015-12-01,73,7.3,UbisoftMontreal,"Modern,Action,Shooter,First-Person,Tactical",,40,961
The Elder Scrolls Online: Greymoor,PlayStation4,2020-06-09,73,5.8,ZeniMaxMedia,"Role-Playing,Massively Multiplayer",,7,11
Jay and Silent Bob: Mall Brawl,Switch,2020-05-07,73,7.6,InterabangEntertainment,"Action,Beat-'Em-Up,2D",2.0,9,8
Lydia,Switch,2020-01-17,73,6.6,PlatonicPartnership,"Adventure,General",,9,19
Heroland,PlayStation4,2019-12-03,73,,FuRyu,"Role-Playing,Japanese-Style",,8,0
Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,Switch,2019-10-15,73,5.9,Beamdog,"Miscellaneous,Compilation",,10,8
Ghostbusters: The Video Game Remastered,Switch,2019-10-04,73,6.7,SaberInteractive,"Action,General",,10,24
Hue,Switch,2019-06-06,73,,FiddlesticksGames,"Puzzle,Action",,9,0
A Pixel Story,XboxOne,2017-02-24,73,,LamplightStudios,"Action,Platformer,2D",,8,0
Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,XboxOne,2016-01-26,73,7.6,"CrystalDynamics,NixxesSoftware","Action Adventure,General,Linear",,15,48
LBX: Little Battlers eXperience,3DS,2015-08-21,73,7.4,Level5,"Action,Role-Playing,General,Action RPG",,23,56
Lemma,PC,2015-05-12,73,7.7,EvanTodd,"Action Adventure,Linear",,8,7
Nihilumbra,PlayStationVita,2015-01-27,73,6.4,"BEAUTIFUNGAMESSL,BeautiFunGames","Action,Platformer,2D",,12,21
God of War Collection,PlayStationVita,2014-05-06,73,7.6,"SanzaruGames,SanzaruGames,Inc.","Action Adventure,Fantasy,Compilation,Miscellaneous,Compilation",,28,176
Gigantic Army,PC,2014-02-05,73,6.4,AstroPort,"General,Action,General",,7,10
Dustforce,PlayStationVita,2014-02-04,73,6.9,"Hitbox,QLOC","Action,Platformer,2D",,14,17
Twisted Metal: Head-On - Extra Twisted Edition,PlayStation2,2008-02-05,73,8.1,EatSleepPlay,"Driving,Car Combat",,29,12
The Lord of the Rings: The Third Age,PlayStation2,2004-11-02,73,8.0,EAGames,"Role-Playing,Console-style RPG",,35,79
Classic NES Series: Zelda II: The Adventure of Link,GameBoyAdvance,2004-10-25,73,7.4,Nintendo,"Role-Playing,Action RPG",,8,63
Max Payne 2: The Fall of Max Payne,PlayStation2,2003-12-02,73,8.3,RockstarVienna,"Action,Shooter,Third-Person,Modern",,27,86
Warlords IV: Heroes of Etheria,PC,2003-10-21,73,7.4,InfiniteInteractive,"Strategy,Turn-Based,Fantasy,General",,15,19
Indiana Jones and the Emperor's Tomb,PC,2003-03-25,73,7.6,DoubleHelixGames,"Action Adventure,Modern,General,Modern",,15,63
All-Star Baseball 2004 featuring Derek Jeter,GameBoyAdvance,2003-02-23,73,,AcclaimStudiosManchester,"Sports,Traditional,Baseball,Sim",,8,0
WWE Road to WrestleMania X8,GameBoyAdvance,2002-10-23,73,7.5,Natsume,"Action,Fighting,Wrestling",,10,6
Test Drive,PlayStation2,2002-05-27,73,7.3,PitbullSyndicate,"Driving,Racing,GT / Street",,19,27
Baseball Mogul 2003,PC,2002-04-30,73,7.3,SportsMogul,"Sports,Traditional,Team,Baseball,Management,Management,Sim",,13,4
Pac-Man World 2,PlayStation2,2002-02-24,73,7.7,Namco,"Action,Platformer,3D",,19,33
Excite Truck,Wii,2006-11-19,72,8.4,MonsterGamesInc.,"Driving,Racing,Arcade,Arcade,Automobile",,57,86
Crimson Alliance,Xbox360,2011-09-07,72,7.2,CertainAffinity,"Action Adventure,Fantasy,General,Fantasy",,51,39
SOCOM: U.S. Navy Seals: Combined Assault,PlayStation2,2006-11-07,72,8.3,ZipperInteractive,"Action,Shooter,Third-Person,Tactical,Modern",,38,39
F.E.A.R.,PlayStation3,2007-04-24,72,7.6,Day1Studios,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",,31,77
Mad Max,XboxOne,2015-09-01,72,7.6,AvalancheStudios,"Action,Action Adventure,General,General,Open-World",,18,311
Dreamfall Chapters Book One: Reborn,PC,2014-10-21,72,7.6,RedThreadGames,"Adventure,3D,Third-Person",,29,56
Rock of Ages,Xbox360,2011-08-31,72,8.3,ACETeam,"Action,Miscellaneous,General,General,General",,42,21
Capcom Classics Collection Remixed,PSP,2006-03-22,72,6.3,DigitalEclipse,"Miscellaneous,Compilation,Compilation",,37,7
Sparklite,PlayStation4,2019-11-14,72,5.7,RedBlueGames,"Action Adventure,General",,17,15
Styx: Shards of Darkness,PlayStation4,2017-03-14,72,7.2,Cyanide,"Action Adventure,General",2.0,31,60
Scrapland,PC,2004-11-04,72,8.3,MercurySteam,"Action,Action Adventure,General,Sci-Fi,General",,37,52
Armillo,WiiU,2014-07-03,72,8.0,FuzzyWuzzyGames,"Action,Platformer,Platformer,3D,3D",,13,42
Gratuitous Space Battles,PC,2009-11-16,72,6.8,PositechGames,"Strategy,Breeding/Constructing,General,Breeding/Constructing",,11,76
Wii Fit U,WiiU,2013-11-01,72,7.7,Nintendo,"Sports,Miscellaneous,General,Exercise / Fitness",,19,74
Ridge Racer Unbounded,PlayStation3,2012-03-27,72,6.0,Bugbear,"Driving,Racing,Arcade,Arcade,Automobile",,20,30
Majesty 2: The Fantasy Kingdom Sim,PC,2009-09-17,72,7.3,"1C,Ino-Co,1CEntertainment","Strategy,General,General",,31,140
Brothers In Arms DS,DS,2007-06-21,72,8.0,Gameloft,"Action,General,General,Shooter,Third-Person,Arcade",,27,25
Derrick the Deathfin,PlayStation3,2012-10-09,72,8.1,DifferentTuna,"Miscellaneous,Racing,General,General",,8,13
"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",PC,2009-07-30,72,7.2,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",,17,10
Pumpkin Jack,PC,2020-10-23,72,8.1,NicolasMeyssonnier,"Action,Platformer,3D",,10,18
Borderlands 3: Psycho Krieg and the Fantastic Fustercluck,PC,2020-09-10,72,3.7,GearboxSoftware,"Action,Shooter,First-Person,Arcade",,8,12
Adventures of Pip,PC,2015-03-17,72,7.0,TicTocGames,"Action,Platformer,2D",,9,6
Harvest Moon: Frantic Farming,DS,2009-08-25,72,6.3,Natsume,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",,7,7
Serious Sam II,Xbox,2005-10-11,72,6.5,Croteam,"Action,Shooter,First-Person,Sci-Fi",,34,15
Urban Chaos: Riot Response,Xbox,2006-06-13,72,8.6,RocksteadyStudios,"Action,Shooter,First-Person,Modern",,34,12
Game of Thrones: Episode Five - A Nest of Vipers,XboxOne,2015-07-22,72,6.9,TelltaleGames,"Action,Adventure,General,Point-and-Click",,10,15
UEFA Champions League 2006-2007,Xbox360,2007-03-20,72,8.2,EACanada,"Sports,Traditional,Team,Soccer,Management,Management",,27,11
Persona 5: Dancing in Starlight,PlayStation4,2018-12-04,72,5.8,Atlus,"Action,Rhythm,Music",,28,105
Medal of Honor: European Assault,Xbox,2005-06-07,72,7.1,EALA,"Action,Shooter,First-Person,Historic",,42,18
Bujingai: The Forsaken City,PlayStation2,2004-07-25,72,7.8,TaitoCorporation,"Action,Beat-'Em-Up",,28,17
Lamplight City,PC,2018-09-13,72,7.3,GrundislavGames,"Adventure,General",,18,23
The Wonderful 101: Remastered,Switch,2020-05-19,72,6.5,PlatinumGames,"Action,General",,20,63
Headmaster,PlayStation4,2016-10-13,72,7.4,FrameInteractive,"Sports,Team,Soccer,Arcade",,22,43
Galaga Legions DX,PlayStation3,2011-08-02,72,7.7,NamcoBandaiGames,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Vertical",,7,7
Solar 2,PC,2011-06-17,72,6.9,Murudai,"Action,General,General",,8,72
FIFA World Cup: Germany 2006,PSP,2006-05-22,72,7.4,"EACanada,ExientEntertainment","Sports,Traditional,Team,Soccer,Sim,Sim",,15,9
Midway Arcade Treasures,GameCube,2003-12-18,72,8.1,Midway,"Miscellaneous,Compilation",,11,7
No More Heroes: Heroes Paradise,PlayStation3,2011-08-16,72,7.3,FeelPlus,"Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D",,38,46
Destiny: House of Wolves,PlayStation4,2015-05-19,72,4.2,Bungie,"Action,Shooter,First-Person,Arcade",,31,237
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013-03-05,72,7.2,MercurySteam,"Action Adventure,Fantasy,General,Fantasy",,68,252
Dead Rising 4,XboxOne,2016-12-06,72,4.8,"Capcom,CapcomVancouver","Action Adventure,Open-World",,86,369
Battlefield 3: Close Quarters,Xbox360,2012-06-26,72,5.5,EADICE,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade",,8,43
The Bigs,PSP,2007-06-25,72,,BlueCastleGames,"Sports,Traditional,Team,Baseball,Arcade,Arcade",,9,0
Mushroom Wars 2,Switch,2018-07-05,72,7.4,ZillionWhales,"Strategy,Real-Time,Command",,11,5
Beyond: Two Souls,PlayStation4,2015-11-24,72,7.9,QuanticDream,"Adventure,3D,Third-Person",,30,1019
Broken Sword 5: The Serpent's Curse,PlayStation4,2015-09-08,72,7.0,RevolutionSoftware,"Adventure,General",,14,50
Alpha Protocol,PC,2010-06-01,72,7.5,ObsidianEntertainment,"Role-Playing,Console-style RPG,Console-style RPG,Western-Style",,25,575
The Surge,PC,2017-05-16,72,6.7,Deck13,"General,Role-Playing,Action RPG",,33,252
Hatoful Boyfriend,PlayStation4,2015-07-21,72,6.1,"Mediatonic,HatoMoa","General,Adventure,Visual Novel",,19,32
Call of Duty: Advanced Warfare - Havoc,XboxOne,2015-01-27,72,6.4,SledgehammerGames,"Action,Shooter,First-Person,Modern,Arcade",,17,20
Need for Speed Underground 2,GameBoyAdvance,2004-11-15,72,8.1,Pocketeers,"Driving,Racing,GT / Street",,8,17
Puyo Pop Fever,GameCube,2004-07-20,72,8.3,SonicTeam,"Miscellaneous,Puzzle,Matching",,18,6
Siren,PlayStation2,2004-04-20,72,7.8,SCEJapanStudio,"Action Adventure,Horror",,48,54
Silent Hill 3,PC,2004-04-06,72,8.2,KCET,"Action Adventure,Horror,Horror,Survival",,12,217
Medal of Honor: Allied Assault - Breakthrough,PC,2003-09-22,72,6.5,TKOSoftware,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",,14,51
Buffy the Vampire Slayer: Chaos Bleeds,PlayStation2,2003-08-27,72,8.8,EurocomEntertainmentSoftware,"Action,Beat-'Em-Up",,27,47
