name,platform,r-date,score,user score,developer,genre,players,critics,users
The Witcher 3: Wild Hunt,PlayStation4,2015-05-19,92,9.2,CDProjektRedStudio,"Action RPG,Role-Playing,Action RPG",,79,15749
Super Mario World: Super Mario Advance 2,GameBoyAdvance,2002-02-09,92,9.0,Nintendo,"Action,Platformer,2D",,28,185
ESPN NFL 2K5,Xbox,2004-07-20,92,8.0,VisualConcepts,"Sports,Traditional,Football,Sim",,42,126
Super Smash Bros. Melee,GameCube,2001-12-02,92,9.1,HALLabs,"Action,Fighting,3D",,38,866
Madden NFL 2003,Xbox,2002-08-12,92,7.2,EATiburon,"Sports,Traditional,Football,Sim",,16,18
Virtua Tennis,Dreamcast,2000-06-08,92,7.3,Hitmaker,"Sports,Traditional,Tennis",,23,8
Rome: Total War,PC,2004-09-22,92,9.1,CreativeAssembly,"Strategy,Real-Time,Historic,General,Historic",,58,1340
Forza Motorsport 3,Xbox360,2009-10-27,92,8.1,Turn10,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",,90,551
Okami HD,PC,2017-12-12,92,7.9,Capcom,"Action Adventure,General",,10,192
Undertale,PC,2015-09-15,92,8.4,tobyfox,"Role-Playing,General,Japanese-Style",,43,4446
Batman: Arkham Asylum,Xbox360,2009-08-25,92,8.8,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",,78,1253
Super Mario Sunshine,GameCube,2002-08-25,92,8.5,Nintendo,"Action,Platformer,3D",,61,756
SSX 3,Xbox,2003-10-20,92,8.2,EACanada,"Sports,Alternative,Snowboarding",,27,29
SoulCalibur II,Xbox,2003-08-27,92,8.7,Namco,"Action,Fighting,3D",,39,63
Tony Hawk's Pro Skater,PlayStation,1999-08-31,92,8.8,NeversoftEntertainment,"Sports,Alternative,Skateboarding",,18,110
Thief: The Dark Project,PC,1998-11-30,92,9.0,LookingGlassStudios,"Action Adventure,Fantasy,General,Fantasy",,18,397
Fire Emblem: Awakening,3DS,2013-02-04,92,9.1,IntelligentSystems,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",,72,1473
Age of Empires II: The Age of Kings,PC,1999-09-30,92,9.1,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",,21,1165
Final Fantasy X,PlayStation2,2001-12-17,92,8.9,SquareSoft,"Role-Playing,Console-style RPG",,53,1673
Prince of Persia: The Sands of Time,GameCube,2003-11-18,92,8.1,Ubisoft,"Action Adventure,Fantasy",,33,63
The Walking Dead: A Telltale Games Series,Xbox360,2012-04-27,92,8.6,TelltaleGames,"Miscellaneous,Adventure,Compilation,Compilation,Point-and-Click",,12,1224
Unreal Tournament (1999),PC,1999-11-30,92,9.0,EpicGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,21,601
Sid Meier's Alpha Centauri,PC,1999-02-12,92,8.8,FiraxisGames,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",,19,249
Wave Race 64,Nintendo64,1996-11-01,92,8.3,Nintendo,"Driving,Racing,Snow / Water",,13,104
Divinity: Original Sin II - Definitive Edition,PlayStation4,2018-08-31,92,7.9,LarianStudiosGames,"Role-Playing,Western-Style",,46,393
Galactic Civilizations II: Twilight of the Arnor,PC,2008-04-30,92,8.3,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",,19,138
Super Smash Bros. for Wii U,WiiU,2014-11-21,92,8.9,BandaiNamcoGames,"Action,Fighting,Fighting,3D,2D,2D,3D",,77,2035
Guitar Hero II,PlayStation2,2006-11-07,92,8.4,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",,69,146
Final Fantasy VII,PlayStation,1997-09-03,92,9.1,SquareSoft,"Role-Playing,Console-style RPG",,20,2118
Rock Band,PlayStation3,2007-11-20,92,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",,35,124
Chrono Trigger,DS,2008-11-25,92,9.1,TOSE,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",,57,653
Bayonetta 2,Switch,2018-02-16,92,8.5,"Nintendo,PlatinumGames","Action Adventure,Linear",,31,442
Journey,PlayStation3,2012-03-13,92,8.8,ThatGameCompany,"Action,Adventure,General,Platformer,Platformer,3D,3D",,78,1517
Xenoblade Chronicles,Wii,2012-04-06,92,9.2,MonolithSoft,"Role-Playing,Action RPG,Console-style RPG,Action RPG",,59,1337
Conker's Bad Fur Day,Nintendo64,2001-03-04,92,9.0,RareLtd.,"Action,Platformer,3D",,19,355
Medal of Honor,PlayStation,1999-10-31,92,8.8,DreamworksInteractive,"Action,Shooter,First-Person,Historic",,17,156
PaRappa the Rapper,PlayStation,1997-10-31,92,7.6,NanaOn-Sha,"Miscellaneous,Rhythm,Music",,15,79
Rock Band 2,Xbox360,2008-09-14,92,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",,69,164
Mario Kart 8 Deluxe,Switch,2017-04-28,92,8.6,Nintendo,"Other,Racing,Arcade,Automobile",,95,1952
The ICO & Shadow of the Colossus Collection,PlayStation3,2011-09-27,92,8.7,BluepointGames,"Miscellaneous,Action Adventure,Fantasy,Compilation,Compilation",,58,658
Rayman Origins,Wii,2011-11-15,92,8.5,UBlartMontpellier,"Action,Action Adventure,Platformer,Fantasy,Platformer,2D,2D",,13,172
Metroid Prime 2: Echoes,GameCube,2004-11-15,92,8.8,RetroStudios,"Action,Shooter,First-Person,Sci-Fi",,60,387
Out of the Park Baseball 17,PC,2016-03-22,92,3.3,OutOfTheParkDevelopments,"Sports,Baseball,Sim,Team",,8,237
Metroid Fusion,GameBoyAdvance,2002-11-17,92,9.0,Nintendo,"Action Adventure,Sci-Fi",,44,313
The Witcher 3: Wild Hunt - Blood and Wine,PC,2016-05-30,92,9.3,CDProjektRedStudio,"Role-Playing,Action RPG",,50,3088
Final Fantasy VI Advance,GameBoyAdvance,2007-02-05,92,8.7,TOSE,"Role-Playing,Console-style RPG",,25,412
Rayman Legends,WiiU,2013-09-03,92,8.7,UbisoftMontpellier,"Action,Platformer,Platformer,2D,2D",,35,539
Tiger Woods PGA Tour 2003,PC,2002-10-31,92,5.1,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",,14,37
Madden NFL 2005,Xbox,2004-08-09,91,7.4,EATiburon,"Sports,Traditional,Football,Sim",,39,30
Super Street Fighter IV,Xbox360,2010-04-27,91,7.7,Capcom,"Action,Fighting,Fighting,3D,2D,3D",,55,129
Pac-Man Championship Edition DX,PlayStation3,2010-11-23,91,7.8,NamcoBandaiGames,"Adventure,General,Action,General,General,Arcade",,25,91
Rock Band 2,PlayStation3,2008-10-19,91,8.0,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",,24,98
Microsoft Flight Simulator,PC,2020-08-18,91,7.2,AsoboStudio,"Simulation,Flight,Civilian",,64,1123
Dark Souls II,Xbox360,2014-03-11,91,7.9,FromSoftware,"Action RPG,Role-Playing,Action RPG",,30,1035
Dishonored,PC,2012-10-08,91,8.4,ArkaneStudios,"Action Adventure,Modern,General,Modern",,29,4336
ESPN NFL Football,PlayStation2,2003-09-03,91,8.5,VisualConcepts,"Sports,Traditional,Football,Sim",,20,25
Medal of Honor: Allied Assault,PC,2002-01-20,91,8.6,2015,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",,34,509
Myth: The Fallen Lords,PC,1997-10-31,91,8.5,"BungieSoftware,Bungie","Strategy,Real-Time,Fantasy,General,Fantasy",,9,93
LittleBigPlanet 2,PlayStation3,2011-01-18,91,8.6,MediaMolecule,"Action,Platformer,Platformer,3D,2D,3D",,86,754
INSIDE,Switch,2018-06-28,91,8.5,PLAYDEAD,"Action,Platformer,2D",,30,182
Guitar Hero,PlayStation2,2005-11-07,91,8.6,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",,65,203
World of Warcraft: Wrath of the Lich King,PC,2008-11-13,91,7.9,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",,47,1294
Rock Band 3,Wii,2010-10-26,91,6.9,BackboneEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",,10,39
Metroid Prime Trilogy,Wii,2009-08-24,91,9.0,RetroStudios,"Action,Miscellaneous,Shooter,Compilation,Compilation,First-Person,Sci-Fi",,48,412
Overwatch,PC,2016-05-23,91,6.5,BlizzardEntertainment,"General,Action,Shooter,First-Person,Tactical",,64,5896
F1 Challenge '99-'02,PC,2003-06-24,91,7.5,ElectronicArts,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",,8,77
Tony Hawk's Pro Skater 4,GameCube,2002-10-23,91,8.4,NeversoftEntertainment,"Sports,Alternative,Skateboarding",,19,30
Madden NFL 2001,PlayStation2,2000-10-23,91,7.5,EASports,"Sports,Traditional,Football,Sim",,25,10
Baldur's Gate,PC,1998-12-21,91,8.9,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",,16,759
Bayonetta 2,WiiU,2014-09-20,91,8.9,PlatinumGames,"Action Adventure,Fantasy,Fantasy,Linear",,80,1328
The Witcher 3: Wild Hunt,XboxOne,2015-05-19,91,9.2,CDProjektRedStudio,"Action RPG,Role-Playing,Action RPG",,13,4799
Rock Band 3,PlayStation3,2010-10-26,91,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",,34,101
Klonoa 2: Lunatea's Veil,PlayStation2,2001-07-25,91,8.7,Namco,"Action,Platformer,3D",,18,113
IL-2 Sturmovik,PC,2001-11-18,91,8.7,"1C,1CEntertainment","Simulation,Flight,WWII,WWII,Combat",,12,164
Mario Tennis,Nintendo64,2000-08-28,91,8.8,CamelotSoftwarePlanning,"Sports,Traditional,Tennis",,16,142
FreeSpace 2,PC,1999-09-30,91,8.7,VolitionInc.,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",,16,152
Colony Wars,PlayStation,1997-10-31,91,8.2,Psygnosis,"Simulation,Sci-Fi,Small Spaceship",,12,21
Metal Gear Solid V: The Phantom Pain,PC,2015-09-01,91,7.8,KojimaProductions,"Action Adventure,Modern,Open-World",,13,2520
Ratchet & Clank: Up Your Arsenal,PlayStation2,2004-11-03,91,9.1,InsomniacGames,"Action,Platformer,3D",,65,493
Resident Evil,GameCube,2002-04-30,91,9.2,Capcom,"Action Adventure,Horror",,35,611
FIFA Soccer 10,PlayStation3,2009-10-20,91,7.6,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",,56,225
Assassin's Creed II,PlayStation3,2009-11-17,91,8.6,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",,70,1747
Metal Gear Solid 3: Snake Eater,PlayStation2,2004-11-17,91,9.1,KCEJ,"Action Adventure,Modern",,68,1523
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,2019-09-27,91,8.6,SquareEnix,"Role-Playing,Japanese-Style",,50,571
Twisted Metal: Black,PlayStation2,2001-06-18,91,8.5,IncognitoInc.,"Driving,Car Combat",,15,125
Spyro: Year of the Dragon,PlayStation,2000-10-23,91,8.9,InsomniacGames,"Action,Platformer,3D",,15,345
Tomb Raider,PlayStation,1996-11-15,91,8.4,CoreDesignLtd.,"Action Adventure,Modern",,13,237
Overwatch,XboxOne,2016-05-23,91,5.9,BlizzardEntertainment,"Action,Shooter,First-Person,Tactical",,18,917
Sekiro: Shadows Die Twice,XboxOne,2019-03-22,91,8.0,FromSoftware,"Action Adventure,General",,31,696
Resident Evil 4: Wii Edition,Wii,2007-06-19,91,8.9,Capcom,"Action Adventure,Horror,Horror,Survival",,49,467
Shadow of the Colossus,PlayStation2,2005-10-18,91,9.1,SCEJapanStudio,"Action Adventure,Fantasy",,77,1325
Forza Horizon 3,XboxOne,2016-09-23,91,8.0,PlaygroundGames,"Racing,Simulation,Automobile",,91,1130
Peggle,PlayStation3,2009-11-19,91,7.4,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",,10,65
The Legend of Zelda: Ocarina of Time / Master Quest,GameCube,2003-02-28,91,8.9,Nintendo,"Action Adventure,Fantasy",,10,181
Borderlands 2,PlayStation3,2012-09-18,91,8.2,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,25,996
Sonic Mania Plus,Switch,2018-07-17,91,8.0,"Sega,Tantalus","Action,Platformer,2D",,24,292
Tom Clancy's Splinter Cell,PC,2003-02-19,91,8.5,UbisoftMontreal,"Action Adventure,Modern,General,Modern",,20,408
Dead Cells,XboxOne,2018-08-07,91,8.0,MotionTwin,"Action,Platformer,2D",,18,114
Kentucky Route Zero - Act III,PC,2014-05-06,91,6.7,CardboardComputer,"Adventure,General",,7,165
NCAA Football 2003,PlayStation2,2002-07-20,91,8.4,EASports,"Sports,Traditional,Football,Sim",,19,27
Crysis,PC,2007-11-13,91,8.1,Crytek,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,56,2503
Ninja Gaiden,Xbox,2004-03-02,91,8.8,TeamNinja,"Action Adventure,Fantasy",,89,182
God of War: Chains of Olympus,PSP,2008-03-04,91,8.5,ReadyatDawn,"Action Adventure,Fantasy,Fantasy,Linear",,79,816
Final Fantasy XIV: Shadowbringers,PlayStation4,2019-07-02,91,8.4,SquareEnix,"Role-Playing,Massively Multiplayer",,18,276
DOA2: Hardcore,PlayStation2,2000-10-25,91,8.0,TeamNinja,"Action,Fighting,3D",,20,62
World of Warcraft: The Burning Crusade,PC,2007-01-16,91,8.1,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",,46,1041
MLB 10: The Show,PlayStation3,2010-03-02,91,8.2,SCEA,"Sports,Traditional,Team,Baseball,Sim,Sim",2.0,33,112
Shadow of the Colossus,PlayStation4,2018-02-06,91,7.8,"BluepointGames,SCEJapanStudio","Action Adventure,General",,100,2114
Yoshi's Island: Super Mario Advance 3,GameBoyAdvance,2002-09-24,91,8.9,Nintendo,"Action,Platformer,2D",,26,162
The Witcher 3: Wild Hunt - Blood and Wine,PlayStation4,2016-05-30,91,9.1,CDProjektRedStudio,"Role-Playing,Action RPG",,27,1640
Tiger Woods PGA Tour 2005,PC,2004-09-20,91,3.9,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",,16,49
ESPN NFL Football,Xbox,2003-09-03,91,7.8,VisualConcepts,"Sports,Traditional,Football,Sim",,25,51
NCAA Football 2003,GameCube,2002-07-20,91,6.6,EASports,"Sports,Traditional,Football,Sim",,11,8
The Longest Journey,PC,2000-11-16,91,8.7,Funcom,"Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy",,26,523
Tony Hawk's Pro Skater 2,PC,2000-10-25,91,8.5,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",,22,204
Star Wars Jedi Knight: Dark Forces II,PC,1997-10-09,91,8.6,LucasArts,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",,10,199
Batman: Arkham Asylum,PC,2009-09-15,91,8.7,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",,29,2391
Halo: Reach,Xbox360,2010-09-14,91,8.2,Bungie,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,99,2486
Galactic Civilizations II: Dark Avatar,PC,2007-02-14,91,7.8,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",,22,49
Mass Effect,Xbox360,2007-11-20,91,8.7,BioWare,"Role-Playing,Action RPG,Console-style RPG,Japanese-Style,Western-Style",,74,1913
The Operative: No One Lives Forever,PC,2000-11-11,91,8.7,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",,32,216
Crusader Kings III,PC,2020-09-01,91,8.4,ParadoxInteractive,"Strategy,Real-Time,General",,59,297
Forza Motorsport 4,Xbox360,2011-10-11,91,8.3,Turn10,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",,83,673
Resident Evil,PlayStation,1996-03-30,91,9.0,Capcom,"Action Adventure,Horror",,8,526
Battlefield 2,PC,2005-06-21,91,8.4,DigitalIllusions,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",,55,1017
God of War Collection,PlayStation3,2009-11-17,91,8.7,BluepointGames,"Miscellaneous,Action Adventure,Fantasy,Compilation,Compilation",,50,678
Celeste,PlayStation4,2018-01-25,91,7.2,MattMakesGamesInc.,"Action,Platformer,2D",,7,321
Madden NFL 2005,PlayStation2,2004-08-09,91,8.0,EATiburon,"Sports,Traditional,Football,Sim",,30,83
Tony Hawk's Pro Skater 3,GameCube,2001-11-13,91,8.4,NeversoftEntertainment,"Sports,Alternative,Skateboarding",,27,34
Street Fighter IV,PC,2009-07-01,91,7.8,Capcom,"Action,Fighting,Fighting,3D,2D,3D",,23,414
Fallout 3,PC,2008-10-28,91,7.8,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,Western-Style",,48,4462
Batman: Arkham City,PC,2011-11-21,91,8.7,RocksteadyStudios,"Action Adventure,Fantasy,Fantasy,Open-World",,27,2464
Fez,PC,2013-05-01,91,6.7,PolytronCorp.,"Action,Platformer,Platformer,2D,2D",,11,1158
Planescape: Torment,PC,1999-12-14,91,9.2,BlackIsleStudios,"Role-Playing,General,PC-style RPG,Western-Style",,22,1049
Gears of War 3,Xbox360,2011-09-20,91,8.0,EpicGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",,96,1750
Killzone 2,PlayStation3,2009-02-27,91,8.1,Guerrilla,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,94,1672
Neverwinter Nights,PC,2002-06-16,91,8.1,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",,34,610
Batman: Arkham Asylum,PlayStation3,2009-08-25,91,8.9,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",,70,1498
Castlevania: Aria of Sorrow,GameBoyAdvance,2003-05-06,91,8.8,KCET,"Action,Platformer,2D",,29,185
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,PC,2002-09-30,91,8.7,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",,29,241
INSIDE,PlayStation4,2016-08-23,91,8.4,PLAYDEAD,"Action,Platformer,2D",,18,785
Legacy of Kain: Soul Reaver,PlayStation,1999-08-16,91,8.9,CrystalDynamics,"Action Adventure,Horror",,17,205
Dragon Age: Origins,PC,2009-11-03,91,8.7,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",,67,4378
Golden Sun,GameBoyAdvance,2001-11-11,91,9.0,CamelotSoftwarePlanning,"Role-Playing,Console-style RPG",,29,285
Rayman Legends,PlayStation3,2013-09-03,91,8.7,UbisoftMontpellier,"Action,Platformer,Platformer,2D,2D",,23,361
F1 2020,XboxOne,2020-07-10,91,7.1,Codemasters,"Racing,Simulation,Automobile",2.0,20,84
Mark of the Ninja,PC,2012-10-16,91,8.0,KleiEntertainment,"Action,Platformer,Platformer,2D,2D",,14,1077
Disco Elysium,PC,2019-10-15,91,8.4,ZA/UM,"Role-Playing,General",,64,804
World Soccer Winning Eleven 8 International,PlayStation2,2005-02-01,91,8.3,KCET,"Sports,Traditional,Soccer,Sim",,26,50
SteamWorld Heist: Ultimate Edition,Switch,2017-12-28,91,8.5,Image&Form,"Strategy,Turn-Based,General",,9,140
The Legend of Zelda: A Link Between Worlds,3DS,2013-11-22,91,9.0,Nintendo,"Action RPG,Role-Playing,Action Adventure,General,Action RPG,Open-World",,81,1505
Spelunky 2,PC,2020-09-29,91,7.0,"Mossmouth,Bitworks","Action,Platformer,2D",,15,52
NieR: Automata - Game of the YoRHa Edition,PlayStation4,2019-02-26,91,8.6,PlatinumGames,"Role-Playing,Action RPG",,10,468
Dark Souls II,PC,2014-04-25,91,7.2,FromSoftware,"Action RPG,Role-Playing,Action RPG",,36,2703
Castlevania: Circle of the Moon,GameBoyAdvance,2001-06-10,91,8.5,KCEK,"Action,Platformer,2D",,22,90
Resident Evil 2,PlayStation4,2019-01-25,91,8.9,CapcomR&DDivision1,"Action Adventure,Survival",,85,3507
Far Cry 3,Xbox360,2012-12-04,91,8.6,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",,39,1406
Dark Souls II,PlayStation3,2014-03-11,91,8.1,FromSoftware,"Action RPG,Role-Playing,Action RPG",,69,1266
Shovel Knight: Treasure Trove,Switch,2017-03-03,91,8.2,YachtClubGames,"Action,Platformer,2D",,17,425
flower,PlayStation4,2013-11-15,91,7.3,BluepointGames,"General,Miscellaneous,General",,11,716
Mario Kart DS,DS,2005-11-14,91,8.7,Nintendo,"Driving,Racing,Arcade,Kart,Kart,Automobile",,64,657
Call of Duty,PC,2003-10-29,91,8.5,InfinityWard,"Action,Shooter,Shooter,First-Person,Third-Person,Historic,Tactical,Historic,Arcade",,44,1035
Madden NFL 2004,PC,2003-08-12,91,7.1,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",,13,28
Mario Golf,Nintendo64,1999-06-30,91,8.0,CamelotSoftwarePlanning,"Sports,Traditional,Golf,Arcade",,14,38
Crash Bandicoot 3: Warped,PlayStation,1998-10-31,91,9.0,NaughtyDog,"Action,Platformer,3D",,12,705
Assassin's Creed II,Xbox360,2009-11-17,90,8.8,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",,82,1653
Project Gotham Racing 2,Xbox,2003-11-17,90,8.7,BizarreCreations,"Driving,Racing,GT / Street",,50,86
NBA 2K12,PlayStation3,2011-10-04,90,6.7,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",,38,134
The Sims 2,PC,2004-09-14,90,8.7,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",,61,891
Animal Crossing: New Horizons,Switch,2020-03-20,90,5.4,Nintendo,"Simulation,Virtual,Virtual Life",,110,5736
Final Fantasy XIV: Shadowbringers,PC,2019-07-02,90,9.0,SquareEnix,"Role-Playing,Massively Multiplayer",,25,631
World of Warcraft: Cataclysm,PC,2010-12-07,90,5.7,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",,53,1163
Half-Life 2,Xbox,2005-11-15,90,8.4,ValveSoftware,"Action,Shooter,First-Person,Sci-Fi",,35,147
NCAA Football 2003,Xbox,2002-07-20,90,7.3,EASports,"Sports,Traditional,Football,Sim",,14,15
Rayman 2: The Great Escape,Nintendo64,1999-10-31,90,8.8,UbisoftMontpellier,"Action,Platformer,3D",,12,94
Bayonetta,Xbox360,2010-01-05,90,8.1,PlatinumGames,"Action,Action Adventure,Beat-'Em-Up,Fantasy,Beat-'Em-Up,Linear",,86,718
Diablo III: Ultimate Evil Edition,PlayStation4,2014-08-19,90,7.9,BlizzardEntertainment,"Action RPG,Role-Playing,Action RPG",,63,1411
Overwatch,PlayStation4,2016-05-23,90,6.4,BlizzardEntertainment,"Action,Shooter,First-Person,Tactical",,31,2139
Far Cry 3,PlayStation3,2012-12-04,90,8.5,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",,32,1235
ICO,PlayStation2,2001-09-24,90,8.8,SCEJapanStudio,"Action Adventure,Fantasy",,59,458
Tom Clancy's Ghost Recon Advanced Warfighter,Xbox360,2006-03-09,90,7.9,UbisoftParis,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",,78,228
FIFA Soccer 12,PlayStation3,2011-09-27,90,7.2,ElectronicArts,"Sports,Traditional,Team,Soccer,Sim,Sim",,44,355
World of Goo,PC,2008-10-12,90,8.4,2DBoy,"Miscellaneous,Puzzle,Action,Puzzle,General,Puzzle,General",,26,720
Mario & Luigi: Superstar Saga,GameBoyAdvance,2003-11-17,90,8.9,AlphadreamCorporation,"Role-Playing,Console-style RPG",,42,229
Shovel Knight,PlayStation4,2015-04-21,90,7.7,YachtClubGames,"Action,Platformer,2D",,18,421
Tony Hawk's Underground,PlayStation2,2003-10-27,90,8.7,NeversoftEntertainment,"Sports,Alternative,Skateboarding",,38,156
Marvel vs. Capcom 2,Dreamcast,2000-06-29,90,8.8,Capcom,"Action,Fighting,2D",,22,87
Ape Escape,PlayStation,1999-05-31,90,8.5,SCEI,"Action,Platformer,3D",,19,79
Syphon Filter,PlayStation,1999-01-31,90,8.8,Eidetic,"Action,Shooter,Third-Person,Modern",,19,155
Mario & Luigi: Bowser's Inside Story,DS,2009-09-14,90,8.8,AlphadreamCorporation,"Role-Playing,Action RPG,Console-style RPG,Console-style RPG,Japanese-Style",,58,366
Trials Evolution,Xbox360,2012-04-18,90,8.0,"Ubisoft,RedLynx","Driving,Racing,Simulation,Motorcycle,Automobile,Street,Street",,77,278
Grand Theft Auto IV: The Lost and Damned,Xbox360,2009-02-17,90,8.0,RockstarNorth,"Action Adventure,Modern,Modern,Open-World",,79,345
FIFA Soccer 12,Xbox360,2011-09-27,90,6.8,ElectronicArts,"Sports,Traditional,Team,Soccer,Sim,Sim",,69,346
Monster Hunter: World - Iceborne,XboxOne,2019-09-06,90,8.2,Capcom,"Role-Playing,Action RPG",,9,72
Spelunky,PC,2013-08-08,90,7.2,"DerekYu,Mossmouth","Action,Platformer,Platformer,2D,2D",,9,529
FIFA Soccer 10,Xbox360,2009-10-20,90,7.4,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",,63,143
Ratchet & Clank: Going Commando,PlayStation2,2003-11-11,90,8.9,InsomniacGames,"Action,Platformer,3D",,46,350
NBA Street Vol. 2,PlayStation2,2003-04-28,90,8.7,ElectronicArts,"Sports,Traditional,Basketball,Arcade",,31,80
