,score,score,score,score,user score,user score,players,players,players
,mean,median,count,std,mean,median,sum,mean,max
genre,,,,,,,,,
"Miscellaneous,Puzzle,Puzzle,General,Puzzle,Matching,General",73.08333333333333,72.0,12,7.452374037035363,7.409090909090909,7.6,0.0,,
"Miscellaneous,Puzzle,Puzzle,General,Puzzle,Party / Minigame,General",64.16666666666667,65.5,6,13.482086880993858,7.366666666666666,7.75,0.0,,
"Miscellaneous,Puzzle,Puzzle,General,Puzzle,Stacking,General",73.0,73.0,1,,8.4,8.4,0.0,,
"Miscellaneous,Puzzle,Puzzle,Hidden Object,General,Puzzle,General",46.0,45.0,5,14.370107863199914,3.0,3.0,0.0,,
"Miscellaneous,Puzzle,Puzzle,Logic,Logic",71.14285714285714,69.0,7,5.367450401216932,7.25,7.15,0.0,,
"Miscellaneous,Puzzle,Puzzle,Matching",75.33333333333333,75.0,3,2.516611478423582,7.0,7.0,0.0,,
"Miscellaneous,Puzzle,Puzzle,Matching,Matching",72.0,75.0,5,9.192388155425117,7.3500000000000005,7.3500000000000005,0.0,,
"Miscellaneous,Puzzle,Puzzle,Party,Party / Minigame,General",59.0,59.0,1,,7.8,7.8,0.0,,
"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,General",72.0,72.0,1,,7.4,7.4,0.0,,
"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,General,Logic",61.0,61.0,1,,,,0.0,,
"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,Logic",69.63636363636364,66.0,11,9.276558923143082,6.828571428571428,7.0,2.0,2.0,2.0
"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Board / Card Game,Matching",44.0,44.0,1,,,,0.0,,
"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,General",73.0,73.0,1,,6.9,6.9,0.0,,
"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,General,Matching",61.5,61.5,2,2.1213203435596424,,,0.0,,
"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",75.4,75.0,30,7.458390322777207,7.161538461538461,7.35,2.0,2.0,2.0
"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching,Action",77.0,77.0,1,,,,0.0,,
"Miscellaneous,Puzzle,Puzzle,Puzzle,Stacking,General",85.0,85.0,1,,7.7,7.7,0.0,,
"Miscellaneous,Puzzle,Puzzle,Puzzle,Stacking,Stacking",79.6,80.0,5,5.727128425310539,7.2,7.5,0.0,,
"Miscellaneous,Puzzle,Puzzle,Stacking",44.0,44.0,1,,6.2,6.2,0.0,,
"Miscellaneous,Puzzle,Puzzle,Stacking,Stacking",59.666666666666664,53.0,3,12.423096769056148,7.35,7.35,0.0,,
"Miscellaneous,Puzzle,Stacking",58.5,60.5,6,7.20416546173115,5.82,5.6,0.0,,
"Miscellaneous,Racing,General,General",72.0,72.0,1,,8.1,8.1,0.0,,
"Miscellaneous,Rhythm,Dancing",70.42307692307692,73.0,26,11.631588290248496,7.942857142857143,8.3,0.0,,
"Miscellaneous,Rhythm,Exercise / Fitness,Dancing",73.0,73.0,1,,6.2,6.2,0.0,,
"Miscellaneous,Rhythm,Music",73.47727272727273,76.0,44,11.320877269737023,7.657575757575757,8.0,0.0,,
"Miscellaneous,Rhythm,Music,Music",66.0,66.0,2,0.0,,,0.0,,
"Miscellaneous,Strategy,Turn-Based,Card Battle",84.0,84.0,1,,6.1,6.1,0.0,,
"Miscellaneous,Trivia / Game Show",62.75,63.5,12,10.055527652174018,7.311111111111111,7.5,0.0,,
"Miscellaneous,Trivia / Game Show,Edutainment,Edutainment",54.0,54.0,1,,5.6,5.6,0.0,,
"Miscellaneous,Trivia / Game Show,Trivia / Game Show",64.5,65.0,20,14.851900463187224,6.7375,7.300000000000001,0.0,,
"Miscellaneous,Videos,Application",63.5,63.5,2,12.020815280171307,5.85,5.85,0.0,,
"Miscellaneous,Virtual Life",72.55,73.0,20,10.241684688719818,7.495,7.8,0.0,,
"Miscellaneous,Virtual Life,Strategy,City Building,Management,Modern,Modern,Government",64.0,64.0,1,,2.2,2.2,0.0,,
"Modern,Action Adventure,Fantasy,Fantasy,Open-World",85.0,85.0,1,,7.7,7.7,0.0,,
"Modern,Action Adventure,General",78.66666666666667,83.0,3,8.386497083606086,7.533333333333334,7.5,0.0,,
"Modern,Action Adventure,General,Modern,Linear",85.5,85.5,2,0.7071067811865476,7.9,7.9,0.0,,
"Modern,Action Adventure,General,Modern,Open-World",71.0,71.0,2,12.727922061357855,6.45,6.45,0.0,,
"Modern,Action Adventure,General,Survival",73.0,73.0,1,,6.0,6.0,0.0,,
"Modern,Action Adventure,Modern,Open-World",89.4,93.0,5,8.734987120768984,8.2,8.2,0.0,,
"Modern,Action Adventure,Open-World",89.5,89.5,2,9.192388155425117,8.2,8.2,0.0,,
"Modern,Action,Shooter,First-Person,Arcade",63.2,71.0,5,13.498148021117565,6.16,7.3,0.0,,
"Modern,Action,Shooter,First-Person,Tactical",77.16666666666667,76.5,6,4.792355023020172,7.383333333333333,7.4,0.0,,
"Modern,Action,Shooter,First-Person,Tactical,Arcade",71.66666666666667,71.0,3,1.1547005383792526,4.866666666666667,5.2,0.0,,
"Modern,Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",74.33333333333333,74.0,3,0.5773502691896247,6.633333333333333,6.9,0.0,,
"Modern,Action,Shooter,Third-Person,Shoot-'Em-Up,Arcade,Top-Down",43.0,43.0,1,,4.7,4.7,0.0,,
"Modern,Adventure,3D,First-Person",64.0,64.0,2,2.8284271247461903,5.0,5.0,0.0,,
"Modern,Adventure,3D,First-Person,Modern",66.0,66.0,1,,7.4,7.4,0.0,,
"Modern,Adventure,3D,Third-Person",51.0,51.0,1,,5.9,5.9,0.0,,
"Modern,Adventure,3D,Third-Person,Modern",69.0,69.0,2,0.0,7.1,7.1,0.0,,
"Modern,Adventure,General,Action Adventure,General,Modern",95.0,95.0,1,,9.2,9.2,0.0,,
"Modern,Modern,Action Adventure,Open-World",95.0,95.0,1,,7.4,7.4,0.0,,
"Modern,Modern,Strategy,Real-Time,General,Tactics",83.0,83.0,1,,7.8,7.8,0.0,,
"Modern,Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Modern",58.0,58.0,1,,6.9,6.9,0.0,,
"Modern,Strategy,City Building,Management,Modern,Government",61.0,61.0,1,,3.8,3.8,0.0,,
"Music,Action,Miscellaneous,Rhythm,Music",75.0,75.0,2,2.8284271247461903,7.6,7.6,0.0,,
No info,61.30769230769231,62.0,13,5.328924459723169,6.336363636363637,6.8,0.0,,
"Olympic Sports,Sports,Olympic Sports,Individual,Athletics",64.0,64.0,1,,6.6,6.6,0.0,,
"Other,Racing,Arcade,Automobile",92.0,92.0,1,,8.6,8.6,0.0,,
"PC-style RPG,General,Role-Playing,PC-style RPG,Western-Style",81.0,81.0,1,,7.2,7.2,0.0,,
"PC-style RPG,Role-Playing,Action RPG,Action RPG",80.0,80.0,1,,7.8,7.8,0.0,,
"PC-style RPG,Role-Playing,General,Action RPG,Western-Style",85.0,85.0,1,,5.9,5.9,0.0,,
"PC-style RPG,Role-Playing,PC-style RPG,Western-Style",78.0,78.0,1,,7.4,7.4,0.0,,
"PC-style RPG,Role-Playing,Western-Style",79.5,79.5,2,2.1213203435596424,7.85,7.85,0.0,,
"PC-style RPG,Third-Person,PC-style RPG,Role-Playing,Western-Style",89.0,89.0,1,,8.3,8.3,0.0,,
"PC-style RPG,Western-Style,Role-Playing,General,Action RPG",42.0,42.0,1,,4.6,4.6,0.0,,
"Party,Miscellaneous,Party / Minigame",66.0,66.0,1,,6.4,6.4,0.0,,
"Party,Miscellaneous,Party,Party / Minigame",57.0,57.0,1,,6.0,6.0,0.0,,
"Pinball,Action,Miscellaneous,Parlor,Pinball",84.0,84.0,1,,,,0.0,,
"Platformer,2D,Action,Platformer,2D",75.85,81.5,20,13.259653881328564,7.17,7.9,2.0,2.0,2.0
"Platformer,2D,Action,Shooter,Shoot-'Em-Up,Horizontal",82.0,82.0,1,,7.2,7.2,0.0,,
"Platformer,2D,Platformer,Action,Beat-'Em-Up,2D",78.0,78.0,1,,7.7,7.7,0.0,,
"Platformer,3D,Action,General,Platformer,3D",75.0,75.0,1,,7.5,7.5,0.0,,
"Platformer,3D,Action,Platformer,3D",83.0,83.0,2,14.142135623730951,8.0,8.0,0.0,,
"Platformer,3D,Miscellaneous,Puzzle,Action,Puzzle,Action",59.0,59.0,1,,6.4,6.4,0.0,,
"Puzzle,Action",73.32857142857142,76.0,70,8.084197196161057,7.033928571428571,7.4,0.0,,
"Puzzle,Action,Arcade",64.0,63.0,3,2.6457513110645907,6.633333333333333,6.8,0.0,,
"Puzzle,Action,Beat-'Em-Up,Beat-'Em-Up,2D",66.0,66.0,1,,7.8,7.8,0.0,,
"Puzzle,Action,General",70.85714285714286,68.0,7,11.141941354308825,6.2,6.25,0.0,,
"Puzzle,Action,General,General",64.75,66.0,4,20.139099615755754,6.066666666666666,7.3,0.0,,
"Puzzle,Action,Platformer,2D",70.0,70.0,2,0.0,7.45,7.45,0.0,,
"Puzzle,Action,Platformer,Platformer,2D,2D",71.42857142857143,72.0,7,2.63673679998231,6.742857142857143,6.3,0.0,,
"Puzzle,Action,Platformer,Platformer,3D,3D",78.0,78.0,1,,7.3,7.3,0.0,,
"Puzzle,General",74.75,75.5,28,8.194962318852184,6.736000000000001,7.4,0.0,,
"Puzzle,Hidden Object",70.75,71.0,4,6.601767440112785,7.5,7.5,0.0,,
"Puzzle,Hidden Object,General",68.33333333333333,69.0,3,2.081665999466131,7.4,7.4,0.0,,
"Puzzle,Logic",74.0,76.0,5,8.746427842267952,6.9,6.8,0.0,,
"Puzzle,Matching",72.52941176470588,75.0,17,7.859052479933755,7.0,7.4,2.0,2.0,2.0
"Puzzle,Matching,Stacking",81.0,81.0,1,,8.1,8.1,0.0,,
"Puzzle,Miscellaneous,Puzzle,Action,Puzzle,Action",72.0,72.0,1,,8.3,8.3,0.0,,
"Puzzle,Miscellaneous,Puzzle,Action,Puzzle,Shooter,Third-Person,Action,General,Sci-Fi",36.0,36.0,1,,3.9,3.9,0.0,,
"Puzzle,Miscellaneous,Puzzle,General,Puzzle,General",82.0,82.0,1,,8.1,8.1,0.0,,
"Puzzle,Miscellaneous,Puzzle,General,Puzzle,Matching,General",49.0,49.0,1,,4.8,4.8,0.0,,
"Puzzle,Miscellaneous,Puzzle,Puzzle,Stacking,Stacking",78.0,78.0,1,,8.0,8.0,0.0,,
"Puzzle,Stacking",76.0,72.0,13,7.852812659593163,6.8999999999999995,7.1,0.0,,
"Puzzle,Strategy,General",73.0,73.0,1,,6.3,6.3,0.0,,
"Racing,Arcade,Automobile",68.82142857142857,71.0,112,10.832229425985885,6.252777777777777,6.3,2.0,2.0,2.0
"Racing,Arcade,Futuristic",68.23529411764706,70.0,17,9.965750170990052,6.8,7.1,0.0,,
"Racing,Arcade,Other",68.75,71.0,4,17.075811352124187,6.275,6.55,0.0,,
"Racing,Futuristic,Sports,Team,Soccer,Arcade",85.0,85.0,1,,8.4,8.4,0.0,,
"Racing,General",66.0,65.0,4,3.8297084310253524,6.525,7.25,0.0,,
"Racing,General,Arcade,Automobile",63.666666666666664,64.0,9,12.63922465976454,5.125,5.0,0.0,,
"Racing,General,Arcade,Futuristic",76.0,76.0,1,,7.9,7.9,0.0,,
"Racing,Simulation,Arcade,Automobile",73.33333333333333,76.0,3,10.263202878893766,6.5,6.8,0.0,,
"Racing,Simulation,Automobile",74.87254901960785,75.0,102,9.404729765018189,6.303030303030303,6.5,4.0,2.0,2.0
"Racing,Simulation,General,Automobile",60.0,60.0,2,8.48528137423857,6.05,6.05,0.0,,
"Rally / Offroad,Driving,Racing,Simulation,Rally / Offroad,Automobile",69.5,69.5,2,7.7781745930520225,6.5,6.5,0.0,,
"Real-Time,Fantasy,Strategy,Adventure,Turn-Based,Visual Novel,General",65.0,65.0,1,,8.1,8.1,0.0,,
"Role-Playing,Action Adventure,Action RPG,General,Action RPG",70.0,70.0,1,,7.3,7.3,0.0,,
"Role-Playing,Action Adventure,Action RPG,Linear",67.0,67.0,1,,7.1,7.1,2.0,2.0,2.0
"Role-Playing,Action Adventure,Action RPG,Open-World",79.5,79.5,2,2.1213203435596424,6.55,6.55,0.0,,
"Role-Playing,Action Adventure,Action RPG,Sci-Fi,Action RPG",71.0,71.0,1,,8.0,8.0,0.0,,
"Role-Playing,Action Adventure,Adventure,Console-style RPG,General,Console-style RPG,Japanese-Style",75.0,75.0,1,,7.2,7.2,0.0,,
"Role-Playing,Action Adventure,Fantasy,Action RPG",82.0,82.0,1,,8.2,8.2,0.0,,
"Role-Playing,Action Adventure,Fantasy,General,Fantasy,Action RPG",59.0,59.0,2,22.627416997969522,6.75,6.75,0.0,,
"Role-Playing,Action Adventure,Fantasy,Massively Multiplayer Online,General,Fantasy,Fantasy",62.0,62.0,1,,7.3,7.3,0.0,,
"Role-Playing,Action Adventure,First-Person,Linear,Western-Style",69.0,69.0,1,,6.8,6.8,0.0,,
"Role-Playing,Action Adventure,General,Action RPG",70.0,75.0,3,10.44030650891055,6.8999999999999995,7.0,0.0,,
"Role-Playing,Action Adventure,General,Action RPG,Open-World",68.0,68.0,1,,7.4,7.4,0.0,,
"Role-Playing,Action Adventure,General,Japanese-Style",75.0,75.0,1,,7.0,7.0,0.0,,
"Role-Playing,Action Adventure,General,Massively Multiplayer",76.0,76.0,1,,5.1,5.1,0.0,,
"Role-Playing,Action Adventure,General,Survival,Open-World",64.66666666666667,65.0,3,2.516611478423585,7.1000000000000005,7.1,0.0,,
"Role-Playing,Action Adventure,Massively Multiplayer,Open-World",68.0,68.0,2,1.4142135623730951,4.85,4.85,0.0,,
"Role-Playing,Action Adventure,Survival,Roguelike",63.0,63.0,1,,5.6,5.6,0.0,,
"Role-Playing,Action RPG",72.65306122448979,74.0,392,10.857224582889549,7.249738219895288,7.5,18.0,2.0,2.0
"Role-Playing,Action RPG,Action RPG",71.56281407035176,73.0,199,12.03298598174922,7.5190954773869345,7.7,8.0,2.0,2.0
"Role-Playing,Action RPG,Action RPG,Roguelike",72.5,72.5,2,4.949747468305833,7.9,7.9,0.0,,
"Role-Playing,Action RPG,Action RPG,Western-Style",63.333333333333336,64.0,3,6.027713773341709,6.266666666666667,6.3,0.0,,
"Role-Playing,Action RPG,Adventure,General",86.0,86.0,1,,8.9,8.9,0.0,,
"Role-Playing,Action RPG,Console-style RPG,Action RPG",92.0,92.0,1,,9.2,9.2,0.0,,
"Role-Playing,Action RPG,Console-style RPG,Console-style RPG,Japanese-Style",64.0,58.0,3,23.57965224510319,7.133333333333333,8.0,0.0,,
"Role-Playing,Action RPG,Console-style RPG,Japanese-Style",76.0,76.0,1,,8.1,8.1,0.0,,
"Role-Playing,Action RPG,Console-style RPG,Japanese-Style,Western-Style",76.0,89.0,3,24.269322199023193,7.099999999999999,8.6,0.0,,
"Role-Playing,Action RPG,First-Person,First-Person,Western-Style",83.33333333333333,84.0,3,1.1547005383792495,8.4,8.4,0.0,,
"Role-Playing,Action RPG,General",45.0,45.0,1,,8.1,8.1,0.0,,
"Role-Playing,Action RPG,General,Action RPG",73.85714285714286,73.0,7,4.29839394148448,7.25,7.9,0.0,,
"Role-Playing,Action RPG,Japanese-Style",73.25,74.5,12,7.008112182580725,7.2250000000000005,7.15,2.0,2.0,2.0
"Role-Playing,Action RPG,Miscellaneous,Compilation",81.0,81.0,1,,9.0,9.0,0.0,,
"Role-Playing,Action RPG,PC-style RPG,Western-Style",74.0,74.0,1,,7.1,7.1,0.0,,
"Role-Playing,Action RPG,Roguelike",77.5,77.5,2,2.1213203435596424,8.1,8.1,0.0,,
"Role-Playing,Action RPG,Strategy,Turn-Based,Card Battle",83.33333333333333,85.0,3,2.886751345948127,7.566666666666667,7.4,0.0,,
"Role-Playing,Action RPG,Third-Person,Action RPG",80.0,80.0,1,,7.7,7.7,0.0,,
"Role-Playing,Action RPG,Western-Style",79.0,75.5,6,7.099295739719539,6.933333333333334,7.55,4.0,2.0,2.0
"Role-Playing,Adventure,Action RPG,Point-and-Click",72.0,72.0,1,,7.8,7.8,0.0,,
"Role-Playing,Adventure,Console-style RPG,General",60.0,60.0,1,,,,0.0,,
"Role-Playing,Adventure,General,Action RPG",80.5,80.0,4,1.000000000000001,8.3,8.3,0.0,,
"Role-Playing,Adventure,General,Console-style RPG,Japanese-Style",77.0,77.0,1,,7.3,7.3,0.0,,
"Role-Playing,Adventure,General,General",52.5,52.5,2,12.020815280171307,6.25,6.25,0.0,,
"Role-Playing,Adventure,General,General,General",81.0,81.0,1,,8.9,8.9,0.0,,
"Role-Playing,Adventure,General,Japanese-Style",75.0,75.0,1,,7.8,7.8,0.0,,
"Role-Playing,Adventure,Visual Novel,Western-Style",70.0,70.0,1,,7.4,7.4,0.0,,
"Role-Playing,Console-style RPG",75.0078125,76.0,128,11.197930133361893,7.976984126984127,8.3,0.0,,
"Role-Playing,Console-style RPG,Action RPG,Console-style RPG,Japanese-Style",73.35714285714286,75.0,14,7.692225274283741,7.664285714285714,7.8,0.0,,
"Role-Playing,Console-style RPG,Console-style RPG",65.0,65.0,1,,,,0.0,,
"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",72.0625,73.5,64,11.10823375442096,7.5046875,7.65,2.0,2.0,2.0
"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style,Trainer",77.0,77.0,1,,7.5,7.5,0.0,,
"Role-Playing,Console-style RPG,Console-style RPG,Roguelike",62.4,62.0,5,3.0495901363953797,8.28,8.2,0.0,,
"Role-Playing,Console-style RPG,Console-style RPG,Trainer",85.0909090909091,87.0,11,2.8793938756115165,8.145454545454545,7.8,14.0,2.0,2.0
"Role-Playing,Console-style RPG,Console-style RPG,Western-Style",66.33333333333333,64.0,3,4.932882862316246,7.233333333333333,7.2,0.0,,
"Role-Playing,Console-style RPG,General,Console-style RPG,Japanese-Style",68.0,68.0,1,,7.9,7.9,0.0,,
"Role-Playing,Console-style RPG,General,Japanese-Style",69.0,69.0,1,,6.8,6.8,0.0,,
"Role-Playing,Console-style RPG,Japanese-Style",69.4,68.0,5,8.706319543871565,6.675,6.7,0.0,,
"Role-Playing,Console-style RPG,Japanese-Style,Trainer",82.5,82.5,2,0.7071067811865476,7.4,7.4,0.0,,
"Role-Playing,First-Person",73.6,71.0,5,13.352902306240392,7.8,8.5,0.0,,
"Role-Playing,First-Person,Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",59.0,59.0,1,,6.1,6.1,0.0,,
"Role-Playing,First-Person,First-Person,General,Western-Style",82.14285714285714,82.0,7,2.035400978396432,7.971428571428572,8.3,0.0,,
"Role-Playing,First-Person,First-Person,Japanese-Style,Western-Style",65.0,65.0,1,,6.2,6.2,0.0,,
"Role-Playing,First-Person,First-Person,PC-style RPG,PC-style RPG,Western-Style",89.0,89.0,1,,8.8,8.8,0.0,,
"Role-Playing,First-Person,First-Person,PC-style RPG,Western-Style",86.0,86.0,1,,9.1,9.1,0.0,,
"Role-Playing,First-Person,First-Person,Western-Style",76.95918367346938,77.0,49,11.157880592645181,7.416326530612245,7.7,0.0,,
"Role-Playing,First-Person,General,Japanese-Style,Western-Style",59.0,59.0,1,,6.7,6.7,0.0,,
"Role-Playing,First-Person,General,Western-Style",61.0,61.0,1,,7.1,7.1,0.0,,
"Role-Playing,First-Person,Roguelike,Western-Style",66.0,66.0,1,,7.2,7.2,0.0,,
"Role-Playing,First-Person,Western-Style",75.75,78.5,4,10.372238588334408,7.925,8.0,0.0,,
"Role-Playing,General",68.65168539325843,68.0,89,12.23918922188021,6.796385542168675,7.2,2.0,2.0,2.0
"Role-Playing,General,Action Adventure,Sandbox",85.5,85.5,2,0.7071067811865476,8.0,8.0,0.0,,
"Role-Playing,General,Action RPG",66.8125,68.5,16,13.555902773330883,6.575,6.6,0.0,,
"Role-Playing,General,Action RPG,Console-style RPG,Japanese-Style",75.0,75.0,1,,8.3,8.3,0.0,,
"Role-Playing,General,Action RPG,Roguelike",50.0,50.0,1,,8.3,8.3,0.0,,
"Role-Playing,General,Action,Platformer,Platformer,2D,2D",85.0,85.0,1,,7.9,7.9,0.0,,
"Role-Playing,General,Console-style RPG,Console-style RPG,Japanese-Style",74.0,74.0,3,5.0,6.833333333333333,8.1,0.0,,
"Role-Playing,General,Console-style RPG,Console-style RPG,Roguelike",54.0,54.0,1,,8.9,8.9,0.0,,
"Role-Playing,General,Console-style RPG,General",76.0,76.0,2,0.0,8.0,8.0,0.0,,
"Role-Playing,General,General",66.33333333333333,68.0,51,12.87737033196868,7.2749999999999995,7.45,2.0,2.0,2.0
"Role-Playing,General,General,Action RPG",59.7,60.5,10,12.66710525556473,6.93,6.9,0.0,,
"Role-Playing,General,General,Japanese-Style",62.05555555555556,63.0,18,10.940868995609296,7.222222222222222,7.25,0.0,,
"Role-Playing,General,General,Massively Multiplayer",84.0,84.0,4,4.082482904638631,8.45,8.45,0.0,,
"Role-Playing,General,General,Roguelike",71.6,71.0,5,5.272570530585627,7.8,7.8,0.0,,
"Role-Playing,General,General,Trainer",70.25,69.5,4,3.593976442141302,7.75,7.800000000000001,2.0,2.0,2.0
"Role-Playing,General,General,Western-Style",54.333333333333336,53.0,3,3.214550253664319,5.733333333333333,5.6,0.0,,
"Role-Playing,General,Japanese-Style",72.33333333333333,69.5,12,8.06037821505275,7.466666666666668,7.550000000000001,0.0,,
"Role-Playing,General,Massively Multiplayer Online,Massively Multiplayer,Fantasy",63.0,63.0,1,,5.9,5.9,0.0,,
"Role-Playing,General,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",74.0,74.0,1,,5.3,5.3,0.0,,
"Role-Playing,General,PC-style RPG,Western-Style",82.5,82.5,2,12.020815280171307,8.45,8.45,0.0,,
"Role-Playing,General,Roguelike",70.66666666666667,70.0,3,6.02771377334171,7.266666666666667,7.4,0.0,,
"Role-Playing,General,Strategy,Turn-Based,Tactics",79.28571428571429,79.0,7,2.984084768360625,7.428571428571429,7.9,0.0,,
"Role-Playing,General,Trainer",59.5,59.5,2,3.5355339059327378,5.449999999999999,5.449999999999999,2.0,2.0,2.0
"Role-Playing,General,Western-Style",63.2,61.0,5,6.140032573203502,6.5,6.6,0.0,,
"Role-Playing,Japanese-Style",74.59677419354838,75.0,124,9.332101563467532,7.246551724137931,7.4,8.0,2.0,2.0
"Role-Playing,Japanese-Style,Trainer",75.0,75.0,1,,8.1,8.1,2.0,2.0,2.0
"Role-Playing,Japanese-Style,Western-Style",81.0,81.0,2,1.4142135623730951,8.0,8.0,0.0,,
"Role-Playing,Massively Multiplayer",76.375,78.0,24,13.081059988960474,6.3,6.449999999999999,0.0,,
"Role-Playing,Massively Multiplayer Online,Action RPG,Massively Multiplayer,Fantasy,Fantasy",53.0,53.0,1,,7.5,7.5,0.0,,
"Role-Playing,Massively Multiplayer Online,Fantasy",78.25,77.0,4,4.716990566028303,7.9,8.1,0.0,,
"Role-Playing,Massively Multiplayer Online,Fantasy,Action,General,General",43.0,43.0,1,,6.0,6.0,0.0,,
"Role-Playing,Massively Multiplayer Online,Fantasy,Fantasy",67.5,67.5,2,24.748737341529164,7.95,7.95,0.0,,
"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy",75.72727272727273,81.0,11,12.149822295744983,6.909090909090909,7.4,0.0,,
"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",76.64150943396227,79.0,53,10.539475865713044,7.033333333333333,7.3,0.0,,
"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Historic",74.0,74.0,2,2.8284271247461903,6.4,6.4,0.0,,
"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Historic,Historic",66.0,66.0,1,,7.7,7.7,0.0,,
"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Modern,Modern",68.6,70.0,5,11.949895397031723,7.159999999999999,7.6,0.0,,
"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi",79.5,79.5,2,2.1213203435596424,7.949999999999999,7.949999999999999,0.0,,
"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",70.63157894736842,71.0,19,7.425261135069709,6.810526315789474,7.0,0.0,,
"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Western-Style,Fantasy",68.0,68.0,1,,6.9,6.9,0.0,,
"Role-Playing,Massively Multiplayer Online,Modern,Modern",82.0,82.0,1,,7.6,7.6,0.0,,
"Role-Playing,Massively Multiplayer Online,Sci-Fi",85.0,85.0,1,,8.4,8.4,0.0,,
"Role-Playing,Miscellaneous,Action RPG,Action RPG,Compilation",63.0,63.0,1,,8.6,8.6,0.0,,
"Role-Playing,Miscellaneous,Action RPG,Compilation",74.0,72.0,3,7.211102550927978,8.299999999999999,8.2,0.0,,
"Role-Playing,Miscellaneous,Action RPG,Compilation,Compilation",67.0,67.0,1,,5.5,5.5,0.0,,
"Role-Playing,Miscellaneous,Adventure,General,Massively Multiplayer,Application",74.0,74.0,1,,7.3,7.3,0.0,,
"Role-Playing,Miscellaneous,Compilation,Japanese-Style",72.0,72.0,1,,6.9,6.9,0.0,,
"Role-Playing,Miscellaneous,Console-style RPG,Compilation,Compilation",85.0,85.0,1,,8.4,8.4,0.0,,
"Role-Playing,Miscellaneous,General,Board / Card Game",79.0,79.0,3,1.0,7.5,7.4,0.0,,
"Role-Playing,Miscellaneous,General,Console-style RPG,Compilation,Compilation",77.0,77.0,1,,8.9,8.9,0.0,,
"Role-Playing,Miscellaneous,Massively Multiplayer Online,Compilation,Sci-Fi",88.0,88.0,1,,7.7,7.7,0.0,,
"Role-Playing,PC-style RPG",67.0,67.0,2,4.242640687119285,7.050000000000001,7.050000000000001,0.0,,
"Role-Playing,PC-style RPG,Action Adventure,Horror,Survival",50.0,50.0,1,,5.9,5.9,0.0,,
"Role-Playing,PC-style RPG,Action RPG",75.11111111111111,79.0,9,7.817359599705723,5.377777777777777,5.2,0.0,,
"Role-Playing,PC-style RPG,General,Action RPG",63.0,63.0,1,,4.0,4.0,0.0,,
"Role-Playing,PC-style RPG,General,Action RPG,PC-style RPG",41.0,41.0,1,,1.9,1.9,0.0,,
"Role-Playing,PC-style RPG,General,PC-style RPG,Western-Style",87.0,87.0,1,,8.3,8.3,0.0,,
"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",73.76315789473684,78.0,38,13.41929673616744,7.4263157894736835,7.7,0.0,,
"Role-Playing,PC-style RPG,Western-Style",66.7,69.5,10,10.122033173012008,7.38,7.4,0.0,,
"Role-Playing,Roguelike",71.91666666666667,74.5,12,9.70902423084583,7.327272727272727,7.6,2.0,2.0,2.0
"Role-Playing,Roguelike,Western-Style",65.0,65.0,2,2.8284271247461903,5.5,5.5,0.0,,
"Role-Playing,Sci-Fi,Massively Multiplayer Online,Action,Shooter,Shooter,First-Person,Tactical,Sci-Fi,Sci-Fi,Arcade",84.0,84.0,1,,7.0,7.0,0.0,,
